Date,Quality_grade,AQI,AQI_rank,PM2_5,PM10,SO2,NO2,CO,O3
2016-10-07,良,51,166,24,49,10,37,1.35,36
2016-10-08,优,50,185,18,54,10,38,1.21,32
2016-10-09,优,45,148,21,47,10,40,1.15,25
2016-10-10,优,45,121,25,44,9,33,1.36,30
2016-10-11,良,51,158,27,55,11,42,1.41,27
2016-10-12,良,59,193,33,65,12,44,1.41,33
2016-10-13,良,59,174,35,61,11,43,1.29,41
2016-10-14,优,48,104,25,49,11,38,1.06,38
2016-10-15,良,54,151,35,40,10,40,1.42,18
2016-10-16,良,53,106,24,66,10,36,1.49,12
2016-10-17,良,62,171,29,73,10,38,1.36,25
2016-10-18,良,73,216,42,89,12,46,1.57,35
2016-10-19,良,77,218,53,92,11,49,1.73,36
2016-10-20,良,90,297,66,101,12,51,1.77,27
2016-10-21,良,61,270,33,67,10,40,1.53,22
2016-10-22,优,28,55,16,26,9,30,1.10,27
2016-10-23,优,27,35,14,22,9,28,1.39,11
2016-10-24,优,37,96,21,33,14,37,2.24,11
2016-10-25,优,42,107,26,40,22,34,1.59,7
2016-10-26,良,51,176,28,54,23,42,1.69,26
2016-10-27,优,28,40,14,19,14,36,1.48,30
2016-10-28,优,47,207,16,50,15,29,1.01,46
2016-10-29,良,64,307,29,72,19,44,1.43,20
2016-10-30,良,61,244,31,70,16,36,1.47,30
2016-10-31,良,55,239,20,59,22,39,1.26,33
2016-11-01,良,89,318,57,100,46,53,2.14,23
2016-11-02,轻度污染,104,299,76,104,50,57,2.31,19
2016-11-03,良,88,233,59,114,41,58,2.61,17
2016-11-04,良,80,179,45,105,39,59,2.56,19
2016-11-05,良,80,129,46,99,47,66,2.46,23
2016-11-06,良,80,115,51,107,34,57,2.19,9
2016-11-07,良,64,126,21,76,19,33,1.43,32
2016-11-08,良,60,207,29,68,40,45,1.83,23
2016-11-09,良,71,251,43,85,36,43,1.85,26
2016-11-10,轻度污染,150,337,44,246,57,51,1.86,40
2016-11-11,轻度污染,148,337,65,237,42,59,2.34,18
2016-11-12,良,88,234,47,117,58,61,2.33,17
2016-11-13,良,93,208,54,129,54,66,2.63,22
2016-11-14,良,80,158,43,102,50,57,2.21,21
2016-11-15,轻度污染,105,250,70,139,59,84,2.57,50
2016-11-16,轻度污染,129,307,95,178,62,91,2.97,22
2016-11-17,轻度污染,122,280,86,138,57,69,2.45,21
2016-11-18,中度污染,151,296,113,151,38,54,2.55,23
2016-11-19,轻度污染,104,252,35,154,38,47,1.65,41
2016-11-20,良,99,275,57,136,50,57,1.99,26
2016-11-21,良,84,285,32,106,23,37,1.48,36
2016-11-22,优,44,224,12,45,20,26,1.08,49
2016-11-23,良,62,256,35,63,59,48,1.75,29
2016-11-24,良,71,206,45,85,81,61,2.06,16
2016-11-25,良,75,181,48,90,67,63,2.01,21
2016-11-26,轻度污染,135,290,74,199,88,62,2.40,25
2016-11-27,轻度污染,107,243,65,146,82,60,2.32,20
2016-11-28,轻度污染,104,248,67,145,96,71,2.52,11
2016-11-29,良,82,175,53,101,48,57,2.25,23
2016-11-30,良,100,236,60,136,56,59,2.63,22
2016-12-01,良,89,180,54,110,72,60,2.43,19
2016-12-02,良,99,201,69,121,90,73,2.88,14
2016-12-03,轻度污染,109,203,74,149,70,69,2.83,23
2016-12-04,良,94,150,58,114,66,67,2.76,19
2016-12-05,良,64,86,27,70,45,43,1.83,38
2016-12-06,良,83,173,54,89,62,63,2.80,19
2016-12-07,良,85,117,54,98,76,63,2.82,21
2016-12-08,良,73,65,44,89,62,63,2.51,23
2016-12-09,良,92,158,63,104,90,67,2.72,17
2016-12-10,轻度污染,143,312,109,158,81,80,3.12,19
2016-12-11,中度污染,165,318,125,173,58,73,2.71,14
2016-12-12,中度污染,159,311,120,168,61,68,2.67,10
2016-12-13,中度污染,164,333,124,182,58,57,2.71,20
2016-12-14,轻度污染,105,307,77,124,56,62,2.55,20
2016-12-15,良,74,174,50,85,60,54,2.35,21
2016-12-16,良,85,162,57,89,78,64,2.61,21
2016-12-17,轻度污染,109,191,80,129,90,78,2.98,19
2016-12-18,轻度污染,121,206,89,150,89,83,3.15,19
2016-12-19,轻度污染,129,170,97,151,88,84,3.39,20
2016-12-20,轻度污染,150,217,113,159,65,81,3.74,13
2016-12-21,轻度污染,114,226,70,130,38,52,2.88,26
2016-12-22,良,99,245,64,112,55,53,2.80,11
2016-12-23,良,85,201,54,101,66,59,2.49,16
2016-12-24,良,97,237,72,116,62,61,2.49,19
2016-12-25,良,77,219,48,85,31,50,1.68,26
2016-12-26,良,57,184,20,63,24,31,1.21,49
2016-12-27,良,57,171,31,59,44,45,1.77,33
2016-12-28,良,73,180,44,85,46,53,2.10,24
2016-12-29,良,73,161,47,83,59,63,2.20,11
2016-12-30,轻度污染,108,203,79,120,72,66,3.04,19
2016-12-31,轻度污染,108,147,79,127,73,74,2.98,15
2017-01-01,轻度污染,111,131,81,123,78,69,3.12,14
2017-01-02,轻度污染,107,124,77,122,93,76,3.16,16
2017-01-03,轻度污染,108,123,78,128,102,83,3.22,17
2017-01-04,轻度污染,124,159,92,141,89,86,3.26,12
2017-01-05,中度污染,165,274,125,163,62,65,3.19,16
2017-01-06,轻度污染,128,273,96,131,38,60,2.97,15
2017-01-07,优,49,121,27,46,33,42,1.59,45
2017-01-08,良,67,136,42,66,77,59,2.27,21
2017-01-09,良,66,153,42,73,82,60,2.25,18
2017-01-10,良,60,140,37,63,68,59,2.26,24
2017-01-11,良,59,133,35,62,67,57,2.12,21
2017-01-12,良,77,216,47,89,77,60,2.42,22
2017-01-13,良,71,185,40,79,78,59,2.12,22
2017-01-14,良,90,262,59,96,102,68,2.68,18
2017-01-15,轻度污染,141,332,107,144,77,76,3.26,14
2017-01-16,轻度污染,120,280,89,122,88,65,2.69,19
2017-01-17,良,77,147,51,86,87,62,2.45,21
2017-01-18,良,90,178,61,103,110,72,2.74,13
2017-01-19,良,72,132,28,85,35,36,1.63,47
2017-01-20,良,72,206,42,79,85,59,2.13,19
2017-01-21,良,75,176,46,87,74,54,2.29,26
2017-01-22,良,74,161,47,83,90,60,2.52,22
2017-01-23,良,82,171,54,94,97,69,2.72,18
2017-01-24,轻度污染,103,227,74,114,107,75,2.91,18
2017-01-25,中度污染,159,269,118,155,70,68,3.01,33
2017-01-26,重度污染,221,301,53,316,43,39,1.80,52
2017-01-27,良,90,159,47,122,65,46,1.86,35
2017-01-28,中度污染,173,239,108,223,67,41,2.13,44
2017-01-29,良,61,103,10,72,15,14,1.16,74
2017-01-30,优,43,73,18,42,38,32,1.61,41
2017-01-31,良,66,185,38,72,52,42,2.04,35
2017-02-01,良,89,259,55,102,88,54,2.27,28
2017-02-02,轻度污染,150,327,114,160,84,70,2.85,23
2017-02-03,轻度污染,130,265,97,134,69,66,2.72,28
2017-02-04,良,90,181,62,106,68,63,2.45,33
2017-02-05,良,76,166,48,93,72,63,2.15,33
2017-02-06,轻度污染,122,291,90,126,64,65,2.51,31
2017-02-07,轻度污染,106,330,71,109,31,41,1.71,49
2017-02-08,优,42,76,11,32,21,25,1.23,65
2017-02-09,优,43,76,22,38,48,45,1.73,40
2017-02-10,良,58,124,36,52,79,55,1.96,28
2017-02-11,良,73,164,46,79,98,60,2.34,26
2017-02-12,良,100,225,70,107,81,64,2.62,30
2017-02-13,良,94,186,67,109,89,70,2.72,30
2017-02-14,轻度污染,136,263,98,149,90,79,3.35,37
2017-02-15,轻度污染,150,279,113,158,55,71,2.98,43
2017-02-16,轻度污染,108,224,60,129,27,52,1.88,47
2017-02-17,良,77,181,31,97,48,52,1.81,40
2017-02-18,良,80,157,41,106,52,56,1.78,43
2017-02-19,良,96,179,64,129,45,70,2.00,45
2017-02-20,良,81,194,33,108,34,40,1.26,61
2017-02-21,良,56,149,32,60,26,37,1.42,61
2017-02-22,良,69,208,24,85,29,36,1.18,61
2017-02-23,良,66,201,29,71,36,52,1.47,52
2017-02-24,良,64,173,37,70,61,67,2.04,35
2017-02-25,良,66,176,42,71,60,68,2.19,34
2017-02-26,良,72,182,46,82,58,63,2.23,33
2017-02-27,良,81,193,53,89,56,66,2.28,35
2017-02-28,良,69,106,40,83,66,64,2.13,33
2017-03-01,良,56,74,20,50,32,38,1.50,67
2017-03-02,良,61,102,32,63,54,60,1.93,34
2017-03-03,良,77,172,43,93,66,66,2.21,33
2017-03-04,良,73,120,39,87,67,67,2.06,27
2017-03-05,良,58,112,28,63,62,49,1.80,45
2017-03-06,良,52,120,27,52,52,54,1.67,37
2017-03-07,良,52,122,26,55,46,47,1.48,43
2017-03-08,良,53,119,27,53,42,51,1.47,42
2017-03-09,良,67,144,38,74,60,63,1.71,34
2017-03-10,良,75,179,43,88,61,70,1.93,31
2017-03-11,良,71,174,47,88,52,61,1.80,57
2017-03-12,良,55,130,26,60,27,50,1.33,50
2017-03-13,良,56,200,36,55,24,40,1.34,55
2017-03-14,良,57,207,36,60,41,48,1.57,51
2017-03-15,良,77,260,52,84,42,60,1.74,43
2017-03-16,良,83,250,60,69,25,40,1.49,56
2017-03-17,良,66,157,43,76,31,51,1.78,40
2017-03-18,良,83,212,56,102,35,58,1.95,51
2017-03-19,轻度污染,123,316,92,137,33,67,2.32,59
2017-03-20,轻度污染,106,316,79,98,22,50,1.86,61
2017-03-21,轻度污染,104,313,77,112,27,50,2.09,62
2017-03-22,轻度污染,104,312,77,90,15,35,1.75,74
2017-03-23,良,63,207,41,52,13,36,1.75,56
2017-03-24,良,98,304,26,138,17,38,1.57,50
2017-03-25,良,59,154,16,65,17,33,1.23,59
2017-03-26,良,53,82,23,49,19,44,1.34,49
2017-03-27,良,70,159,27,89,22,47,1.48,54
2017-03-28,良,72,153,24,87,18,39,1.23,71
2017-03-29,良,63,88,22,73,18,43,1.32,61
2017-03-30,优,49,60,12,34,14,22,1.07,91
2017-03-31,良,51,104,15,45,15,37,1.05,66
2017-04-01,良,56,81,18,56,16,49,1.21,48
2017-04-02,良,67,112,26,78,17,57,1.38,45
2017-04-03,良,83,202,40,109,22,60,1.28,51
2017-04-04,良,72,143,51,49,13,42,1.32,44
2017-04-05,优,47,31,27,49,12,39,1.45,53
2017-04-06,良,73,174,41,81,15,42,1.54,65
2017-04-07,良,77,217,49,92,15,49,1.45,58
2017-04-08,优,47,74,22,35,11,22,1.01,76
2017-04-09,优,24,2,9,15,11,32,1.27,47
2017-04-10,优,44,119,23,42,11,36,1.45,56
2017-04-11,良,56,172,17,63,14,42,1.21,43
2017-04-12,良,57,133,18,59,12,38,1.00,64
2017-04-13,良,72,197,21,91,11,41,0.94,64
2017-04-14,良,81,259,27,110,13,51,1.01,48
2017-04-15,良,70,118,27,90,13,49,1.10,35
2017-04-16,轻度污染,130,346,41,177,13,45,1.14,34
2017-04-17,中度污染,177,350,43,262,11,33,0.98,66
2017-04-18,严重污染,293,358,87,409,11,37,1.00,61
2017-04-19,良,91,284,28,130,11,32,0.85,63
2017-04-20,轻度污染,106,344,22,160,10,25,0.80,67
2017-04-21,良,52,126,15,45,11,30,0.84,69
2017-04-22,良,60,133,25,66,13,45,0.99,56
2017-04-23,良,69,184,22,79,13,52,0.99,57
2017-04-23,良,69,184,22,79,13,52,0.99,57
2017-04-24,良,68,157,22,82,24,52,0.95,51
2017-04-25,良,66,209,17,78,14,43,0.92,56
2017-04-26,良,66,260,23,75,15,51,0.92,54
2017-04-27,良,65,225,19,72,13,52,0.85,56
2017-04-28,良,66,172,17,72,14,51,0.82,55
2017-04-29,良,72,139,18,83,14,51,0.87,56
2017-04-30,良,81,189,31,105,13,50,0.97,69
2017-05-01,良,95,280,66,99,15,54,1.15,80
2017-05-02,良,89,282,63,103,14,48,1.38,63
2017-05-03,良,86,303,35,109,11,28,0.97,85
2017-05-04,轻度污染,150,294,50,229,11,36,1.07,54
2017-05-05,重度污染,204,282,118,460,11,27,1.06,84
2017-05-06,轻度污染,124,248,67,193,12,44,1.19,53
2017-05-07,良,87,189,39,121,12,41,1.12,68
2017-05-08,良,71,196,30,83,12,40,1.11,83
2017-05-09,良,89,307,41,125,12,46,1.15,55
2017-05-10,良,75,227,40,92,12,46,0.93,54
2017-05-11,良,90,265,44,127,13,51,0.92,47
2017-05-12,良,86,272,37,114,13,51,0.88,55
2017-05-13,良,75,245,31,95,14,53,0.98,52
2017-05-14,良,74,228,34,92,13,46,0.96,54
2017-05-15,良,53,143,23,45,11,31,0.93,75
2017-05-16,良,55,128,21,50,12,40,0.96,56
2017-05-17,良,71,173,29,79,12,49,1.03,56
2017-05-18,良,65,106,24,68,12,46,0.99,63
2017-05-19,良,68,144,26,73,13,45,1.01,76
2017-05-20,良,72,195,38,78,14,46,1.19,73
2017-05-20,良,72,195,38,78,14,46,1.19,73
2017-05-21,良,76,243,40,79,12,40,1.15,88
2017-05-22,良,52,182,22,49,11,20,0.94,72
2017-05-23,良,52,190,8,36,12,34,0.88,85
2017-05-24,良,55,184,12,47,12,43,0.92,59
2017-05-25,良,58,150,15,55,13,50,0.99,59
2017-05-26,良,67,177,27,66,13,51,1.03,65
2017-05-27,良,75,150,28,82,14,58,1.07,68
2017-05-28,良,77,131,29,85,13,56,1.06,74
2017-05-29,良,67,109,29,68,12,46,1.05,69
2017-05-30,良,56,92,24,61,11,41,1.03,65
2017-05-31,良,67,154,32,81,11,41,1.09,70
2017-06-01,良,72,221,29,77,11,41,1.00,82
2017-06-02,良,75,224,35,83,12,50,1.11,79
2017-06-03,良,81,287,38,89,12,49,1.09,92
2017-06-04,良,68,254,40,43,10,30,1.26,100
2017-06-05,良,57,248,18,15,10,29,1.25,103
2017-06-06,良,52,208,21,37,10,26,1.09,79
2017-06-07,优,50,108,14,39,11,30,1.05,66
2017-06-08,良,52,137,14,40,12,31,1.05,65
2017-06-09,良,60,199,25,67,13,46,1.32,48
2017-06-10,良,61,245,21,58,13,39,1.18,82
2017-06-11,良,76,289,30,78,13,36,1.24,84
2017-06-12,良,78,297,37,70,13,40,1.29,94
2017-06-13,良,77,283,32,67,12,37,1.14,105
2017-06-14,良,75,259,44,75,11,33,1.21,99
2017-06-15,良,74,220,35,70,10,32,1.15,104
2017-06-16,良,79,235,27,66,11,47,1.06,91
2017-06-17,良,91,245,50,103,14,46,1.26,101
2017-06-18,轻度污染,105,311,48,132,12,43,1.18,106
2017-06-19,良,70,257,26,75,10,37,0.98,87
2017-06-20,良,70,265,27,72,11,44,0.91,80
2017-06-21,良,79,275,37,98,11,53,1.04,63
2017-06-22,良,55,205,21,46,10,23,0.89,95
2017-06-23,良,58,219,17,57,9,35,0.86,68
2017-06-24,良,63,257,18,58,10,38,0.90,75
2017-06-25,良,69,261,24,61,10,47,0.99,78
2017-06-26,良,75,249,24,69,10,49,0.99,79
2017-06-27,良,89,277,35,92,12,52,1.15,90
2017-06-28,良,89,288,48,110,11,54,1.25,80
2017-06-29,良,92,296,45,97,10,50,1.22,91
2017-06-30,良,91,299,43,104,10,52,1.18,88
2017-07-01,良,94,299,43,98,10,49,1.17,91
2017-07-02,轻度污染,104,319,55,103,9,49,1.24,104
2017-07-03,轻度污染,101,325,53,127,9,49,1.20,94
2017-07-04,良,82,300,37,75,9,39,1.07,109
2017-07-05,良,88,321,57,111,10,49,1.36,78
2017-07-06,良,55,209,16,43,8,28,1.00,88
2017-07-07,良,67,289,20,65,9,39,0.94,68
2017-07-08,良,75,299,26,90,9,50,1.07,87
2017-07-09,良,93,342,33,114,10,59,1.18,71
2017-07-10,轻度污染,108,351,37,119,12,52,1.34,104
2017-07-11,良,100,313,47,136,14,62,1.38,87
2017-07-12,良,87,298,38,110,11,54,1.20,75
2017-07-13,良,94,327,46,131,11,56,1.28,65
2017-07-14,良,81,318,39,95,8,36,1.21,75
2017-07-15,良,70,293,37,63,8,30,1.20,92
2017-07-16,良,77,316,48,79,8,39,1.35,55
2017-07-17,良,82,335,52,86,8,37,1.42,57
2017-07-18,良,65,249,32,75,9,35,1.27,51
2017-07-19,良,72,306,33,81,9,34,1.30,58
2017-07-20,良,69,281,31,86,9,37,1.26,54
2017-07-21,良,65,288,30,76,8,39,1.20,60
2017-07-22,良,73,293,40,93,8,44,1.30,44
2017-07-23,良,60,197,32,70,9,29,1.13,53
2017-07-24,良,54,164,20,54,8,35,1.06,65
2017-07-25,良,67,237,44,72,9,28,1.15,71
2017-07-26,良,70,232,41,82,8,28,1.16,64
2017-07-27,优,37,44,14,29,8,29,0.95,46
2017-07-28,优,37,36,5,11,8,20,0.84,72
2017-07-29,优,33,30,8,21,8,21,0.83,65
2017-07-30,优,48,99,17,44,8,33,0.93,62
2017-07-31,良,66,228,33,71,9,38,1.01,57
2017-08-01,良,85,325,59,107,9,38,1.32,61
2017-08-02,良,76,342,40,87,9,35,1.11,68
2017-08-03,良,73,313,32,83,9,41,1.02,63
2017-08-04,良,74,289,30,85,9,41,0.97,71
2017-08-05,良,88,320,45,101,9,45,1.11,74
2017-08-06,良,74,270,35,84,9,40,1.07,68
2017-08-07,良,53,172,16,57,9,41,0.90,40
2017-08-08,优,49,187,15,45,10,34,0.91,64
2017-08-09,良,63,273,20,63,9,39,0.90,56
2017-08-10,良,63,225,19,69,10,39,0.90,58
2017-08-11,良,75,269,24,86,11,44,1.01,71
2017-08-12,良,71,299,27,74,11,45,1.04,65
2017-08-13,良,58,271,29,66,10,44,1.09,50
2017-08-14,良,58,258,23,56,10,38,1.07,56
2017-08-15,良,81,337,33,75,11,37,1.11,78
2017-08-16,良,75,304,36,88,11,45,1.13,55
2017-08-17,良,82,341,45,102,12,41,1.22,70
2017-08-18,良,64,274,37,68,11,45,1.20,48
2017-08-19,良,58,265,34,60,11,30,1.20,58
2017-08-20,良,62,282,34,66,11,30,1.32,50
2017-08-21,优,36,62,22,31,11,35,1.11,40
2017-08-22,优,50,159,31,41,11,32,1.36,52
2017-08-23,良,65,293,19,77,12,28,0.89,90
2017-08-24,良,62,298,22,72,12,40,1.01,54
2017-08-25,优,43,151,16,48,11,35,0.97,31
2017-08-26,优,45,170,19,44,11,31,1.00,43
2017-08-27,良,51,210,33,46,12,41,1.30,23
2017-08-28,优,30,64,13,26,11,35,1.12,35
2017-08-29,优,26,34,9,16,11,29,1.01,50
2017-08-30,优,36,140,14,31,11,26,1.12,57
2017-08-31,良,51,233,20,53,10,31,1.04,46
2017-09-01,良,72,305,36,91,11,36,1.26,39
2017-09-02,良,66,259,37,79,10,28,1.24,50
2017-09-03,良,65,278,37,68,9,22,1.16,76
2017-09-04,良,51,210,28,50,9,20,1.11,64
2017-09-05,良,58,256,21,64,9,37,1.12,27
2017-09-06,良,55,253,16,58,9,36,1.00,37
2017-09-07,良,61,259,18,69,9,36,1.00,40
2017-09-08,良,73,293,23,94,9,40,1.02,5
2017-09-09,良,71,264,40,89,11,64,1.46,27
2017-09-10,良,72,327,22,91,8,38,1.00,55
2017-09-11,良,71,304,27,88,10,40,1.05,48
2017-09-12,良,76,283,33,99,10,41,1.17,55
