Date,Quality_grade,AQI,AQI_rank,PM2_5,PM10,SO2,NO2,CO,O3
2022-01-03,良,66,120,45,62,10,40,1.33,28
2022-01-04,良,70,134,49,68,12,45,1.52,22
2022-01-05,轻度污染,127,289,96,104,14,47,1.95,44
2022-01-06,中度污染,151,305,115,106,7,49,1.85,24
2022-01-07,轻度污染,118,251,89,78,8,33,1.54,36
2022-01-08,轻度污染,106,226,80,73,6,39,1.63,29
2022-01-09,轻度污染,109,237,82,82,6,40,1.55,31
2022-01-10,良,68,161,47,52,6,27,1.06,50
2022-01-11,良,61,173,41,59,6,35,1.28,29
2022-01-12,良,61,131,31,63,5,26,1.08,36
2022-01-13,优,45,83,26,46,6,31,1.08,25
2022-01-14,良,62,102,39,65,8,41,1.55,21
2022-01-15,良,64,93,37,70,8,40,1.47,23
2022-01-16,良,63,156,35,75,7,38,1.58,24
2022-01-17,良,57,166,33,61,8,36,1.40,24
2022-01-18,良,61,143,37,63,8,42,1.40,23
2022-01-19,良,68,161,42,74,8,48,1.51,22
2022-01-20,轻度污染,109,249,82,101,7,41,1.98,28
2022-01-21,良,96,260,72,66,7,24,1.49,41
2022-01-22,良,80,218,59,55,6,23,1.29,46
2022-01-23,良,95,243,70,65,6,30,1.45,38
2022-01-24,良,72,191,52,47,6,21,1.28,48
2022-01-25,良,67,163,47,52,6,23,1.19,48
2022-01-26,良,63,182,45,53,6,24,0.91,55
2022-01-27,良,70,237,50,55,6,24,0.96,50
2022-01-28,良,65,241,46,58,7,32,1.15,35
2022-01-29,良,60,231,41,58,7,35,1.24,37
2022-01-30,良,96,267,50,107,7,24,1.13,57
2022-01-31,良,77,217,26,105,6,12,0.75,56
2022-02-01,良,73,176,50,73,8,22,1.07,39
2022-02-02,优,48,177,29,48,7,27,1.13,43
2022-02-03,良,58,231,38,57,8,33,1.24,40
2022-02-04,优,46,183,30,43,8,29,1.15,44
2022-02-05,优,35,126,21,35,8,29,0.99,36
2022-02-06,优,41,162,26,40,9,29,0.98,41
2022-02-07,良,58,275,41,45,6,26,0.94,51
2022-02-08,良,70,267,51,59,6,32,1.11,52
2022-02-09,良,70,222,50,65,7,43,1.19,40
2022-02-10,良,69,210,50,70,7,51,1.61,24
2022-02-11,良,66,188,46,67,10,51,1.51,33
2022-02-12,良,65,210,45,71,8,52,1.58,32
2022-02-13,良,84,252,56,87,8,43,1.53,43
2022-02-14,良,56,186,22,61,6,33,1.02,43
2022-02-15,良,54,161,25,58,7,36,1.05,41
2022-02-16,良,55,173,34,57,8,36,1.15,42
2022-02-17,良,76,306,55,55,8,25,1.19,42
2022-02-18,良,59,270,37,48,6,19,0.83,56
2022-02-19,优,39,174,15,45,6,18,0.71,55
2022-02-20,良,58,264,26,65,6,32,0.90,37
2022-02-21,优,46,192,24,46,8,40,1.06,33
2022-02-22,优,44,195,22,43,8,37,1.03,36
2022-02-23,良,58,234,33,58,10,45,1.21,29
2022-02-24,良,70,233,47,74,9,47,1.71,40
2022-02-25,良,68,199,42,77,8,52,1.40,41
2022-02-26,良,77,242,30,100,7,36,0.93,42
2022-02-27,良,59,126,26,68,7,37,1.08,43
2022-02-28,轻度污染,128,317,39,175,5,28,0.92,55
2022-03-01,良,89,251,32,129,6,28,0.79,49
2022-03-02,良,81,239,36,111,8,42,1.08,33
2022-03-03,良,80,204,36,109,9,47,1.30,27
2022-03-04,良,92,243,37,133,7,42,0.98,38
2022-03-05,良,85,246,32,121,8,41,0.88,34
2022-03-06,轻度污染,147,330,45,241,7,34,0.87,44
2022-03-07,轻度污染,102,315,46,154,8,43,0.88,43
2022-03-08,良,94,268,46,132,8,51,1.07,45
2022-03-09,轻度污染,102,258,53,153,9,68,1.36,28
2022-03-10,良,80,216,41,110,9,55,1.34,42
2022-03-11,良,77,210,40,104,10,56,1.50,56
2022-03-12,良,93,266,53,132,10,51,1.24,44
2022-03-13,轻度污染,134,297,50,227,6,35,1.09,59
2022-03-14,严重污染,388,332,150,617,5,26,0.68,76
2022-03-15,中度污染,171,290,75,246,6,47,0.87,36
2022-03-16,良,72,210,33,94,6,44,0.85,20
2022-03-17,良,57,276,31,64,6,33,1.08,33
2022-03-18,轻度污染,109,324,34,140,4,14,0.83,65
2022-03-19,良,55,197,19,68,5,18,0.70,59
2022-03-20,良,63,260,25,76,6,32,1.05,54
2022-03-21,良,82,294,40,115,7,34,0.82,57
2022-03-22,良,57,246,37,59,6,21,0.70,57
2022-03-23,良,73,277,39,86,6,33,0.67,46
2022-03-24,良,79,268,46,108,5,57,0.93,30
2022-03-25,良,96,307,29,141,3,21,0.33,71
2022-03-26,轻度污染,126,331,37,174,3,25,0.30,56
2022-03-27,轻度污染,120,326,52,190,3,30,0.32,48
2022-03-28,良,74,270,27,97,5,29,0.49,58
2022-03-29,良,82,303,35,115,4,42,0.53,47
2022-03-30,良,64,246,24,78,4,43,0.41,46
2022-03-31,优,49,233,16,52,3,34,0.30,56
2022-04-01,良,66,311,16,82,3,31,0.26,57
2022-04-02,良,60,282,21,75,4,38,0.33,48
2022-04-03,良,59,233,20,68,4,36,0.36,62
2022-04-04,良,67,261,30,84,5,49,0.53,71
2022-04-05,良,80,302,36,110,3,42,0.38,50
2022-04-06,良,78,290,31,106,3,39,0.34,50
2022-04-07,良,64,206,24,79,3,40,0.36,44
2022-04-08,良,72,206,30,94,3,46,0.41,51
2022-04-09,良,88,297,38,126,3,43,0.37,43
2022-04-10,良,82,284,39,114,4,39,0.49,57
2022-04-11,轻度污染,117,294,40,177,3,29,0.49,57
2022-04-12,良,62,205,23,74,3,22,0.47,54
2022-04-13,良,98,323,37,145,3,26,0.48,59
2022-04-14,优,42,166,23,45,3,15,0.50,74
2022-04-15,优,46,198,26,46,5,17,0.70,69
2022-04-16,优,38,127,17,36,4,19,0.54,71
2022-04-17,良,61,234,19,79,4,25,0.47,58
2022-04-18,良,81,294,24,107,3,18,0.54,81
2022-04-19,优,48,108,21,47,4,35,0.56,59
2022-04-20,良,57,147,20,66,4,29,0.42,75
2022-04-21,中度污染,171,321,62,230,4,31,0.57,68
2022-04-22,良,78,295,29,107,4,39,0.58,40
2022-04-23,良,79,275,31,108,4,34,0.66,64
2022-04-24,良,79,298,38,108,5,51,0.84,35
2022-04-25,良,66,262,28,83,4,37,0.67,55
2022-04-26,轻度污染,105,304,55,158,5,36,0.71,51
2022-04-27,良,83,273,41,118,6,35,0.71,47
2022-04-28,优,39,124,18,38,4,16,0.55,70
2022-04-29,优,50,206,20,53,4,24,0.56,44
2022-04-30,优,36,145,9,34,4,19,0.44,71
2022-05-01,优,47,207,14,50,4,30,0.45,51
2022-05-02,良,51,224,22,53,4,33,0.45,51
2022-05-03,优,48,168,19,47,4,30,0.46,69
2022-05-04,优,49,123,17,47,4,33,0.46,81
2022-05-05,良,56,166,20,51,6,34,0.46,97
2022-05-06,良,71,254,31,75,6,34,0.53,104
2022-05-07,良,73,275,47,91,7,25,0.87,97
2022-05-08,良,58,262,35,67,6,23,0.82,66
2022-05-09,优,24,17,9,17,4,16,0.56,66
2022-05-10,优,31,96,11,25,3,18,0.64,77
2022-05-11,优,40,187,19,38,4,23,0.55,83
2022-05-12,优,36,187,20,28,3,17,0.64,59
2022-05-13,优,28,110,8,26,3,17,0.45,66
2022-05-14,优,37,194,10,35,3,26,0.45,52
2022-05-15,优,40,206,12,37,3,27,0.43,54
2022-05-16,优,48,244,15,50,3,32,0.44,51
2022-05-17,优,47,169,14,45,3,32,0.46,63
2022-05-18,良,54,204,18,58,4,37,0.53,66
2022-05-19,良,59,245,22,56,5,40,0.65,79
2022-05-20,良,55,229,24,55,4,35,0.60,75
2022-05-21,良,58,226,24,58,4,33,0.63,81
2022-05-22,优,45,163,18,44,4,25,0.55,76
2022-05-23,优,37,131,15,33,4,22,0.58,84
2022-05-24,优,49,205,16,43,3,30,0.60,74
2022-05-25,良,53,234,21,50,4,25,0.64,88
2022-05-26,优,41,209,19,37,4,17,0.63,86
2022-05-27,良,53,227,25,57,5,26,0.63,81
2022-05-28,良,51,221,26,51,4,22,0.69,96
2022-05-29,良,63,288,18,76,4,28,0.46,65
2022-05-30,优,44,222,11,41,4,27,0.41,62
2022-05-31,良,53,235,18,57,4,29,0.44,68
2022-06-01,良,62,265,21,64,5,28,0.48,92
2022-06-02,良,63,254,27,72,6,32,0.63,98
2022-06-03,良,65,270,25,72,4,28,0.57,87
2022-06-04,优,40,255,16,43,3,17,0.42,75
2022-06-05,优,44,241,12,41,3,27,0.39,67
2022-06-06,优,42,186,9,38,3,30,0.39,61
2022-06-07,优,47,199,15,51,3,25,0.38,77
2022-06-08,良,52,228,19,54,3,26,0.44,82
2022-06-09,优,47,213,18,49,3,32,0.52,65
2022-06-10,优,39,190,15,37,3,15,0.44,93
2022-06-11,良,51,251,21,55,4,25,0.52,89
2022-06-12,优,36,199,11,33,3,16,0.35,82
2022-06-13,良,54,297,13,64,4,27,0.38,66
2022-06-14,良,54,305,13,57,3,32,0.36,64
2022-06-15,良,58,256,14,50,4,35,0.42,80
2022-06-16,良,52,229,16,54,4,36,0.48,81
2022-06-17,优,47,203,14,44,4,33,0.44,78
2022-06-18,优,46,208,14,39,4,31,0.47,82
2022-06-19,优,44,215,16,40,4,27,0.53,86
2022-06-20,良,51,242,22,47,5,26,0.59,99
2022-06-21,优,49,254,21,54,5,32,0.59,71
2022-06-22,优,31,161,15,29,4,22,0.54,41
2022-06-23,优,38,255,11,33,4,22,0.43,69
2022-06-24,优,48,267,11,37,4,30,0.37,77
2022-06-25,优,48,254,13,44,4,32,0.36,72
2022-06-26,优,43,254,12,41,3,26,0.40,62
2022-06-27,良,66,333,22,87,3,17,0.36,68
2022-06-28,良,53,318,12,57,4,21,0.28,56
2022-06-29,优,41,242,9,31,4,19,0.26,72
2022-06-30,优,48,276,12,32,4,23,0.33,89
2022-07-01,良,54,289,20,48,4,30,0.44,76
2022-07-02,优,39,244,18,36,4,21,0.44,60
2022-07-03,优,32,197,12,28,4,16,0.34,68
2022-07-04,优,47,294,17,40,4,23,0.41,69
2022-07-05,优,37,234,9,26,4,18,0.26,86
2022-07-06,优,43,280,12,38,4,26,0.29,82
2022-07-07,优,50,267,15,46,4,32,0.33,76
2022-07-08,良,63,282,21,64,4,34,0.43,88
2022-07-09,良,64,302,28,64,4,33,0.52,90
2022-07-10,优,42,264,22,43,4,12,0.46,108
2022-07-11,优,40,237,23,38,4,19,0.60,55
2022-07-12,优,27,89,12,25,4,18,0.47,53
2022-07-13,优,38,223,14,33,4,19,0.50,72
2022-07-14,优,37,181,13,37,4,22,0.44,48
2022-07-15,优,36,151,16,33,4,19,0.56,58
2022-07-16,优,33,154,11,30,4,18,0.40,60
2022-07-17,优,41,255,9,34,4,22,0.29,55
2022-07-18,优,35,205,9,33,4,27,0.38,52
2022-07-19,优,30,164,6,23,4,21,0.35,55
2022-07-20,优,35,235,7,25,4,20,0.36,71
2022-07-21,优,43,259,13,36,4,25,0.43,66
2022-07-22,优,47,277,15,41,4,18,0.35,78
2022-07-23,优,32,156,9,27,4,20,0.38,57
2022-07-24,优,43,209,12,40,4,27,0.41,53
2022-07-25,优,44,198,16,44,4,26,0.58,59
2022-07-26,优,45,237,22,43,4,19,0.65,66
2022-07-27,优,28,60,9,20,4,16,0.48,70
2022-07-28,优,35,169,10,32,4,20,0.48,59
2022-07-29,优,47,275,16,47,4,24,0.55,62
2022-07-30,优,47,258,23,49,5,20,0.63,69
2022-07-31,优,48,256,28,49,4,19,0.64,73
2022-08-01,良,55,301,33,60,4,25,0.70,67
2022-08-02,优,48,242,26,51,4,23,0.60,59
2022-08-03,优,48,241,25,50,4,23,0.63,60
2022-08-04,优,45,233,20,46,4,23,0.64,45
2022-08-05,优,43,244,18,43,4,23,0.68,47
2022-08-06,优,48,296,25,49,4,21,0.68,54
2022-08-07,优,42,279,20,42,4,21,0.66,57
2022-08-08,优,30,175,14,29,4,17,0.60,56
2022-08-09,优,39,276,18,39,3,17,0.65,50
2022-08-10,优,31,177,16,31,4,17,0.66,52
2022-08-11,优,36,186,16,35,4,21,0.68,55
2022-08-12,优,45,239,22,45,4,22,0.67,54
2022-08-13,优,45,268,20,47,4,23,0.62,50
2022-08-14,优,47,291,19,49,3,20,0.59,54
2022-08-15,优,47,290,14,47,4,23,0.45,44
2022-08-16,优,40,225,15,38,4,22,0.51,52
2022-08-17,优,39,198,18,40,4,19,0.65,67
2022-08-18,优,42,229,25,44,4,20,0.72,55
2022-08-19,良,55,305,20,66,4,22,0.55,50
2022-08-20,良,61,318,31,72,4,19,0.68,64
2022-08-21,优,48,270,28,51,4,19,0.77,79
2022-08-22,优,31,183,11,25,4,12,0.41,84
2022-08-23,优,32,159,13,31,5,17,0.54,77
2022-08-24,优,28,101,14,27,4,20,0.52,47
2022-08-25,优,31,136,11,29,4,19,0.45,49
2022-08-26,优,37,228,12,34,4,23,0.43,49
2022-08-27,优,32,222,12,28,4,21,0.54,47
2022-08-28,优,14,8,4,8,3,16,0.49,39
2022-08-29,优,24,113,12,23,3,13,0.44,47
2022-08-30,优,30,176,8,27,3,16,0.36,61
2022-08-31,优,40,250,13,40,3,25,0.44,45
2022-09-01,优,38,217,14,37,3,24,0.47,51
2022-09-02,优,46,260,23,48,3,25,0.62,44
2022-09-03,优,43,237,21,44,3,23,0.54,46
2022-09-04,优,36,174,11,38,3,25,0.42,36
2022-09-05,优,45,202,13,47,3,27,0.39,43
2022-09-06,优,41,111,11,39,4,28,0.40,39
2022-09-07,优,40,92,11,38,4,30,0.43,51
2022-09-08,优,43,132,14,44,4,29,0.53,31
2022-09-09,优,34,65,17,33,4,24,0.53,40
2022-09-10,优,34,64,17,30,4,20,0.55,52
2022-09-11,优,37,78,16,33,4,23,0.58,55
2022-09-12,优,41,114,18,37,4,24,0.52,50
2022-09-13,优,41,133,21,40,5,24,0.52,58
2022-09-14,良,59,261,38,62,4,30,0.63,54
2022-09-15,良,54,248,30,54,5,31,0.61,56
2022-09-16,良,51,220,25,51,5,31,0.61,59
2022-09-17,良,53,200,28,55,4,34,0.58,49
2022-09-18,优,48,171,26,48,4,29,0.56,48
2022-09-19,优,46,183,28,48,5,28,0.61,47
2022-09-20,优,29,91,10,23,4,19,0.34,52
2022-09-21,优,30,77,10,29,4,21,0.34,39
2022-09-22,优,30,61,8,26,4,22,0.25,46
2022-09-23,优,37,126,7,38,4,27,0.34,30
2022-09-24,优,37,114,10,36,4,27,0.41,35
2022-09-25,优,40,118,14,37,4,29,0.49,38
2022-09-26,优,37,91,11,34,5,30,0.51,40
2022-09-27,优,39,116,12,39,4,33,0.50,35
2022-09-28,优,47,175,18,48,4,33,0.50,43
2022-09-29,优,49,176,20,50,5,35,0.53,45
2022-09-30,优,49,172,19,51,6,37,0.55,47
2022-10-01,优,50,211,26,53,10,45,0.75,27
2022-10-02,优,36,176,20,35,4,18,0.51,56
2022-10-03,优,21,78,7,16,4,17,0.37,49
2022-10-04,优,25,173,10,25,5,18,0.36,34
2022-10-05,优,22,114,11,21,10,20,0.58,15
2022-10-06,优,19,76,9,19,5,18,0.68,19
2022-10-07,优,28,134,12,28,4,15,0.50,49
2022-10-08,优,41,197,17,44,5,24,0.49,37
2022-10-09,优,31,159,9,30,5,17,0.36,52
2022-10-10,优,31,142,13,30,5,33,0.49,33
2022-10-11,优,39,146,16,39,5,39,0.51,32
2022-10-12,优,49,195,24,53,7,43,0.67,30
2022-10-13,良,57,216,38,61,7,41,0.74,47
2022-10-14,优,39,65,20,40,5,30,0.52,33
2022-10-15,良,52,127,20,58,5,40,0.50,37
2022-10-16,优,47,136,16,51,5,36,0.45,36
2022-10-17,优,41,130,15,43,7,36,0.50,28
2022-10-18,优,50,168,22,55,6,43,0.62,36
2022-10-19,良,55,200,28,60,6,38,0.62,49
2022-10-20,良,62,216,38,72,10,48,0.80,51
2022-10-21,良,59,176,34,68,6,48,0.71,44
2022-10-22,良,55,145,24,62,6,45,0.53,29
2022-10-23,良,55,148,21,62,7,46,0.55,32
2022-10-24,良,56,151,27,62,6,41,0.60,53
2022-10-25,良,77,270,55,92,10,55,0.93,58
2022-10-26,良,67,269,45,81,10,54,0.95,55
2022-10-27,良,66,275,46,70,10,40,0.84,45
2022-10-28,良,59,269,43,56,6,39,0.94,30
2022-10-29,优,29,75,18,27,5,20,0.63,45
2022-10-30,良,52,197,25,61,5,30,0.79,42
2022-10-31,良,61,230,28,72,6,37,0.73,31
2022-11-01,良,59,247,32,66,6,38,0.80,31
2022-11-02,良,67,267,48,72,6,45,1.05,21
2022-11-03,优,48,189,21,51,6,36,0.82,23
2022-11-04,良,52,227,27,57,7,38,0.74,31
2022-11-05,良,85,311,63,84,8,43,0.91,43
2022-11-06,良,65,210,42,68,10,46,0.96,48
2022-11-07,良,53,141,28,58,8,48,0.79,32
2022-11-08,良,74,219,48,73,8,62,0.95,11
2022-11-09,良,86,248,63,86,8,47,1.08,26
2022-11-10,良,65,187,46,70,6,38,1.15,14
2022-11-11,良,51,150,35,55,6,37,1.01,22
2022-11-12,优,41,168,13,42,5,26,0.42,38
2022-11-13,优,43,206,20,45,7,36,0.54,22
2022-11-14,良,58,243,29,63,7,39,0.70,20
2022-11-15,良,65,225,35,71,8,43,0.79,20
2022-11-16,良,60,191,36,67,9,46,0.83,25
2022-11-17,良,51,159,32,56,7,42,0.86,30
2022-11-18,良,66,220,42,73,8,49,0.98,25
2022-11-19,良,74,257,37,96,7,43,0.77,22
2022-11-20,良,73,254,46,88,7,52,1.01,19
2022-11-21,良,56,204,21,61,7,38,0.63,34
2022-11-22,良,55,248,28,61,9,45,0.77,24
2022-11-23,良,59,230,39,63,9,45,0.95,8
2022-11-24,良,51,186,31,54,8,38,0.98,17
2022-11-25,良,65,234,28,80,8,43,0.85,19
2022-11-26,良,71,272,39,78,11,44,0.96,25
2022-11-27,轻度污染,101,313,75,94,7,45,1.30,14
2022-11-28,轻度污染,144,318,37,207,6,18,0.60,44
2022-11-29,良,82,294,21,114,5,7,0.39,57
2022-11-30,优,47,261,20,47,5,16,0.63,40
2022-12-01,良,66,297,35,75,11,31,0.93,21
2022-12-02,良,94,309,58,114,9,41,1.26,21
2022-12-03,良,82,276,46,112,9,35,1.16,23
2022-12-04,良,86,283,48,109,10,40,1.13,20
2022-12-05,良,90,285,57,111,8,43,1.28,26
2022-12-06,良,93,278,64,116,9,50,1.35,21
2022-12-07,良,92,259,65,107,9,53,1.40,22
2022-12-08,良,88,223,62,101,10,53,1.39,23
2022-12-09,良,98,231,71,111,12,63,1.52,20
2022-12-10,良,53,127,23,60,7,28,0.68,53
2022-12-11,良,62,190,38,71,11,48,0.91,20
2022-12-12,轻度污染,116,251,45,181,8,44,0.92,33
2022-12-13,良,71,128,32,90,7,41,0.86,34
2022-12-14,良,72,197,43,83,11,49,1.12,23
2022-12-15,良,61,139,32,71,9,38,0.85,37
2022-12-16,优,44,127,15,46,6,21,0.49,54
2022-12-17,优,46,123,18,50,6,21,0.58,51
2022-12-18,良,54,190,31,56,10,45,1.08,22
2022-12-19,良,59,159,38,58,10,50,1.29,21
2022-12-20,良,99,253,38,146,10,41,1.03,31
2022-12-21,良,81,223,26,112,7,32,0.70,39
2022-12-22,良,59,163,26,62,8,39,0.80,32
2022-12-23,良,54,168,32,54,8,46,1.06,24
2022-12-24,良,65,195,41,64,9,48,1.07,24
2022-12-25,良,53,105,32,57,9,36,0.78,37
2022-12-26,良,61,148,38,60,10,41,0.99,27
2022-12-27,良,52,95,30,53,8,39,0.98,30
2022-12-28,良,56,136,33,56,12,45,1.00,23
2022-12-29,优,49,96,29,52,10,44,1.07,27
2022-12-30,良,67,163,45,67,12,52,1.26,26
2022-12-31,良,78,171,56,78,9,55,1.27,28
